Epoch 0, Client 19, Round 0, Train Loss: 2.401216745376587
Epoch 0, Client 19, Round 0, Test accuracy: 0.08301666179479684
Epoch 0, Client 19, Round 0, Test loss: 7074.385906219482
Epoch 0, Client 19, Round 1, Train Loss: 2.5102694034576416
Epoch 0, Client 19, Round 1, Test accuracy: 0.22040339082139726
Epoch 0, Client 19, Round 1, Test loss: 7061.180927276611
Epoch 0, Client 19, Round 2, Train Loss: 2.5236992835998535
Epoch 0, Client 19, Round 2, Test accuracy: 0.2069570301081555
Epoch 0, Client 19, Round 2, Test loss: 7056.3159255981445
Epoch 0, Client 19, Round 3, Train Loss: 2.549989700317383
Epoch 0, Client 19, Round 3, Test accuracy: 0.2645425314235604
Epoch 0, Client 19, Round 3, Test loss: 7040.791046142578
Epoch 0, Client 19, Round 4, Train Loss: 2.5543904304504395
Epoch 0, Client 19, Round 4, Test accuracy: 0.26425021923414205
Epoch 0, Client 19, Round 4, Test loss: 7010.058795928955
Epoch 0, Client 19, Round 5, Train Loss: 2.5352015495300293
Epoch 0, Client 19, Round 5, Test accuracy: 0.26074247296112246
Epoch 0, Client 19, Round 5, Test loss: 6945.1963539123535
Epoch 0, Client 19, Round 6, Train Loss: 2.5013716220855713
Epoch 0, Client 19, Round 6, Test accuracy: 0.2560654779304297
Epoch 0, Client 19, Round 6, Test loss: 6879.004596710205
Epoch 0, Client 19, Round 7, Train Loss: 2.4446322917938232
Epoch 0, Client 19, Round 7, Test accuracy: 0.2560654779304297
Epoch 0, Client 19, Round 7, Test loss: 6804.313659667969
Epoch 0, Client 19, Round 8, Train Loss: 2.396031141281128
Epoch 0, Client 19, Round 8, Test accuracy: 0.2560654779304297
Epoch 0, Client 19, Round 8, Test loss: 6745.196002960205
Epoch 0, Client 19, Round 9, Train Loss: 2.3365588188171387
Epoch 0, Client 19, Round 9, Test accuracy: 0.25665010230926627
Epoch 0, Client 19, Round 9, Test loss: 6670.6028480529785
Epoch 0, Client 19, Round 10, Train Loss: 2.2884278297424316
Epoch 0, Client 19, Round 10, Test accuracy: 0.256357790119848
Epoch 0, Client 19, Round 10, Test loss: 6610.63752746582
Epoch 0, Client 19, Round 11, Train Loss: 2.2440128326416016
Epoch 0, Client 19, Round 11, Test accuracy: 0.2779888921368021
Epoch 0, Client 19, Round 11, Test loss: 6559.561527252197
Epoch 0, Client 19, Round 12, Train Loss: 2.2046449184417725
Epoch 0, Client 19, Round 12, Test accuracy: 0.38702133878982753
Epoch 0, Client 19, Round 12, Test loss: 6515.917175292969
Epoch 0, Client 19, Round 13, Train Loss: 2.1655473709106445
Epoch 0, Client 19, Round 13, Test accuracy: 0.3931598947676118
Epoch 0, Client 19, Round 13, Test loss: 6480.197681427002
Epoch 0, Client 19, Round 14, Train Loss: 2.131453275680542
Epoch 0, Client 19, Round 14, Test accuracy: 0.3934522069570301
Epoch 0, Client 19, Round 14, Test loss: 6453.212417602539
Epoch 0, Client 19, Round 15, Train Loss: 2.087831735610962
Epoch 0, Client 19, Round 15, Test accuracy: 0.3937445191464484
Epoch 0, Client 19, Round 15, Test loss: 6426.1376876831055
Epoch 0, Client 19, Round 16, Train Loss: 2.0636863708496094
Epoch 0, Client 19, Round 16, Test accuracy: 0.3925752703887752
Epoch 0, Client 19, Round 16, Test loss: 6418.538188934326
Epoch 0, Client 19, Round 17, Train Loss: 2.01723313331604
Epoch 0, Client 19, Round 17, Test accuracy: 0.39228295819935693
Epoch 0, Client 19, Round 17, Test loss: 6396.060962677002
Epoch 0, Client 19, Round 18, Train Loss: 1.9911071062088013
Epoch 0, Client 19, Round 18, Test accuracy: 0.39169833382052033
Epoch 0, Client 19, Round 18, Test loss: 6385.175354003906
Epoch 0, Client 19, Round 19, Train Loss: 1.9467211961746216
Epoch 0, Client 19, Round 19, Test accuracy: 0.3946214557147033
Epoch 0, Client 19, Round 19, Test loss: 6373.939254760742
Epoch 1, Client 19, Round 0, Train Loss: 2.2555794715881348
Epoch 1, Client 19, Round 0, Test accuracy: 0.3978368897983046
Epoch 1, Client 19, Round 0, Test loss: 5917.351486206055
Epoch 1, Client 19, Round 1, Train Loss: 2.238353729248047
Epoch 1, Client 19, Round 1, Test accuracy: 0.41274481145863784
Epoch 1, Client 19, Round 1, Test loss: 5946.864315032959
Epoch 1, Client 19, Round 2, Train Loss: 2.1598377227783203
Epoch 1, Client 19, Round 2, Test accuracy: 0.4402221572639579
Epoch 1, Client 19, Round 2, Test loss: 5922.627601623535
Epoch 1, Client 19, Round 3, Train Loss: 2.078033685684204
Epoch 1, Client 19, Round 3, Test accuracy: 0.4633148202280035
Epoch 1, Client 19, Round 3, Test loss: 5899.8685874938965
Epoch 1, Client 19, Round 4, Train Loss: 2.0142643451690674
Epoch 1, Client 19, Round 4, Test accuracy: 0.4717918737211342
Epoch 1, Client 19, Round 4, Test loss: 5882.42232131958
Epoch 1, Client 19, Round 5, Train Loss: 1.9541690349578857
Epoch 1, Client 19, Round 5, Test accuracy: 0.47939199064600996
Epoch 1, Client 19, Round 5, Test loss: 5873.433521270752
Epoch 1, Client 19, Round 6, Train Loss: 1.9135233163833618
Epoch 1, Client 19, Round 6, Test accuracy: 0.4834843612978661
Epoch 1, Client 19, Round 6, Test loss: 5875.6325340271
Epoch 1, Client 19, Round 7, Train Loss: 1.887444019317627
Epoch 1, Client 19, Round 7, Test accuracy: 0.4942999123063432
Epoch 1, Client 19, Round 7, Test loss: 5888.897880554199
Epoch 1, Client 19, Round 8, Train Loss: 1.8501626253128052
Epoch 1, Client 19, Round 8, Test accuracy: 0.49576147325343467
Epoch 1, Client 19, Round 8, Test loss: 5898.696506500244
Epoch 1, Client 19, Round 9, Train Loss: 1.827237606048584
Epoch 1, Client 19, Round 9, Test accuracy: 0.49956153171587253
Epoch 1, Client 19, Round 9, Test loss: 5931.590507507324
Epoch 1, Client 19, Round 10, Train Loss: 1.78500235080719
Epoch 1, Client 19, Round 10, Test accuracy: 0.5010230926629641
Epoch 1, Client 19, Round 10, Test loss: 5945.150688171387
Epoch 1, Client 19, Round 11, Train Loss: 1.7608625888824463
Epoch 1, Client 19, Round 11, Test accuracy: 0.503946214557147
Epoch 1, Client 19, Round 11, Test loss: 5977.813613891602
Epoch 1, Client 19, Round 12, Train Loss: 1.7431511878967285
Epoch 1, Client 19, Round 12, Test accuracy: 0.5054077755042385
Epoch 1, Client 19, Round 12, Test loss: 6013.318504333496
Epoch 1, Client 19, Round 13, Train Loss: 1.7227009534835815
Epoch 1, Client 19, Round 13, Test accuracy: 0.5045308389359836
Epoch 1, Client 19, Round 13, Test loss: 6038.702335357666
Epoch 1, Client 19, Round 14, Train Loss: 1.7143676280975342
Epoch 1, Client 19, Round 14, Test accuracy: 0.5004384682841274
Epoch 1, Client 19, Round 14, Test loss: 6107.753871917725
Epoch 1, Client 19, Round 15, Train Loss: 1.6759005784988403
Epoch 1, Client 19, Round 15, Test accuracy: 0.5001461560947091
Epoch 1, Client 19, Round 15, Test loss: 6107.973804473877
Epoch 1, Client 19, Round 16, Train Loss: 1.661145567893982
Epoch 1, Client 19, Round 16, Test accuracy: 0.5007307804735458
Epoch 1, Client 19, Round 16, Test loss: 6139.603466033936
Epoch 1, Client 19, Round 17, Train Loss: 1.6688553094863892
Epoch 1, Client 19, Round 17, Test accuracy: 0.498976907337036
Epoch 1, Client 19, Round 17, Test loss: 6180.018085479736
Epoch 1, Client 19, Round 18, Train Loss: 1.6365885734558105
Epoch 1, Client 19, Round 18, Test accuracy: 0.49926921952645426
Epoch 1, Client 19, Round 18, Test loss: 6196.333824157715
Epoch 1, Client 19, Round 19, Train Loss: 1.6262719631195068
Epoch 1, Client 19, Round 19, Test accuracy: 0.5013154048523824
Epoch 1, Client 19, Round 19, Test loss: 6235.5852127075195
Epoch 2, Client 19, Round 0, Train Loss: 1.9249849319458008
Epoch 2, Client 19, Round 0, Test accuracy: 0.47003800058462436
Epoch 2, Client 19, Round 0, Test loss: 5166.940582275391
Epoch 2, Client 19, Round 1, Train Loss: 1.9714818000793457
Epoch 2, Client 19, Round 1, Test accuracy: 0.47968430283542823
Epoch 2, Client 19, Round 1, Test loss: 5311.105014801025
Epoch 2, Client 19, Round 2, Train Loss: 1.900962233543396
Epoch 2, Client 19, Round 2, Test accuracy: 0.49108447822274187
Epoch 2, Client 19, Round 2, Test loss: 5394.776973724365
Epoch 2, Client 19, Round 3, Train Loss: 1.8589483499526978
Epoch 2, Client 19, Round 3, Test accuracy: 0.5019000292312189
Epoch 2, Client 19, Round 3, Test loss: 5451.827373504639
Epoch 2, Client 19, Round 4, Train Loss: 1.8203482627868652
Epoch 2, Client 19, Round 4, Test accuracy: 0.5042385267465653
Epoch 2, Client 19, Round 4, Test loss: 5509.190456390381
Epoch 2, Client 19, Round 5, Train Loss: 1.8067750930786133
Epoch 2, Client 19, Round 5, Test accuracy: 0.5092078339666765
Epoch 2, Client 19, Round 5, Test loss: 5585.594264984131
Epoch 2, Client 19, Round 6, Train Loss: 1.769437551498413
Epoch 2, Client 19, Round 6, Test accuracy: 0.5089155217772581
Epoch 2, Client 19, Round 6, Test loss: 5628.729141235352
Epoch 2, Client 19, Round 7, Train Loss: 1.7616713047027588
Epoch 2, Client 19, Round 7, Test accuracy: 0.5165156387021339
Epoch 2, Client 19, Round 7, Test loss: 5709.467056274414
Epoch 2, Client 19, Round 8, Train Loss: 1.727471113204956
Epoch 2, Client 19, Round 8, Test accuracy: 0.518561824028062
Epoch 2, Client 19, Round 8, Test loss: 5736.954513549805
Epoch 2, Client 19, Round 9, Train Loss: 1.7291191816329956
Epoch 2, Client 19, Round 9, Test accuracy: 0.5214849459222449
Epoch 2, Client 19, Round 9, Test loss: 5821.435573577881
Epoch 2, Client 19, Round 10, Train Loss: 1.6976549625396729
Epoch 2, Client 19, Round 10, Test accuracy: 0.5244080678164279
Epoch 2, Client 19, Round 10, Test loss: 5832.491828918457
Epoch 2, Client 19, Round 11, Train Loss: 1.699480414390564
Epoch 2, Client 19, Round 11, Test accuracy: 0.5255773165741011
Epoch 2, Client 19, Round 11, Test loss: 5909.41817855835
Epoch 2, Client 19, Round 12, Train Loss: 1.674277424812317
Epoch 2, Client 19, Round 12, Test accuracy: 0.5255773165741011
Epoch 2, Client 19, Round 12, Test loss: 5930.371391296387
Epoch 2, Client 19, Round 13, Train Loss: 1.675370693206787
