Epoch 0, Client 9, Round 0, Train Loss: 2.414246082305908
Epoch 0, Client 9, Round 0, Test accuracy: 0.07132417421806489
Epoch 0, Client 9, Round 0, Test loss: 7074.053478240967
Epoch 0, Client 9, Round 1, Train Loss: 2.6571872234344482
Epoch 0, Client 9, Round 1, Test accuracy: 0.13329435837474424
Epoch 0, Client 9, Round 1, Test loss: 7070.584278106689
Epoch 0, Client 9, Round 2, Train Loss: 2.755033254623413
Epoch 0, Client 9, Round 2, Test accuracy: 0.20286465945629933
Epoch 0, Client 9, Round 2, Test loss: 7087.127834320068
Epoch 0, Client 9, Round 3, Train Loss: 2.828738212585449
Epoch 0, Client 9, Round 3, Test accuracy: 0.2502192341420637
Epoch 0, Client 9, Round 3, Test loss: 7057.653549194336
Epoch 0, Client 9, Round 4, Train Loss: 2.8549904823303223
Epoch 0, Client 9, Round 4, Test accuracy: 0.3422975738088278
Epoch 0, Client 9, Round 4, Test loss: 7028.027515411377
Epoch 0, Client 9, Round 5, Train Loss: 2.8820676803588867
Epoch 0, Client 9, Round 5, Test accuracy: 0.3750365390236773
Epoch 0, Client 9, Round 5, Test loss: 6958.0582275390625
Epoch 0, Client 9, Round 6, Train Loss: 2.890648365020752
Epoch 0, Client 9, Round 6, Test accuracy: 0.377667348728442
Epoch 0, Client 9, Round 6, Test loss: 6866.731872558594
Epoch 0, Client 9, Round 7, Train Loss: 2.8777806758880615
Epoch 0, Client 9, Round 7, Test accuracy: 0.37532885121309556
Epoch 0, Client 9, Round 7, Test loss: 6772.881393432617
Epoch 0, Client 9, Round 8, Train Loss: 2.8353490829467773
Epoch 0, Client 9, Round 8, Test accuracy: 0.3709441683718211
Epoch 0, Client 9, Round 8, Test loss: 6672.153457641602
Epoch 0, Client 9, Round 9, Train Loss: 2.7786741256713867
Epoch 0, Client 9, Round 9, Test accuracy: 0.3691902952353113
Epoch 0, Client 9, Round 9, Test loss: 6575.002723693848
Epoch 0, Client 9, Round 10, Train Loss: 2.7166500091552734
Epoch 0, Client 9, Round 10, Test accuracy: 0.3680210464776381
Epoch 0, Client 9, Round 10, Test loss: 6479.044895172119
Epoch 0, Client 9, Round 11, Train Loss: 2.6692283153533936
Epoch 0, Client 9, Round 11, Test accuracy: 0.3668517977199649
Epoch 0, Client 9, Round 11, Test loss: 6393.056896209717
Epoch 0, Client 9, Round 12, Train Loss: 2.6296725273132324
Epoch 0, Client 9, Round 12, Test accuracy: 0.36626717334112835
Epoch 0, Client 9, Round 12, Test loss: 6312.5009765625
Epoch 0, Client 9, Round 13, Train Loss: 2.590778350830078
Epoch 0, Client 9, Round 13, Test accuracy: 0.36568254896229174
Epoch 0, Client 9, Round 13, Test loss: 6239.130908966064
Epoch 0, Client 9, Round 14, Train Loss: 2.5650980472564697
Epoch 0, Client 9, Round 14, Test accuracy: 0.3665594855305466
Epoch 0, Client 9, Round 14, Test loss: 6169.071796417236
Epoch 0, Client 9, Round 15, Train Loss: 2.5316896438598633
Epoch 0, Client 9, Round 15, Test accuracy: 0.36422098801520025
Epoch 0, Client 9, Round 15, Test loss: 6106.632999420166
Epoch 0, Client 9, Round 16, Train Loss: 2.503854274749756
Epoch 0, Client 9, Round 16, Test accuracy: 0.36305173925752704
Epoch 0, Client 9, Round 16, Test loss: 6053.406970977783
Epoch 0, Client 9, Round 17, Train Loss: 2.4742751121520996
Epoch 0, Client 9, Round 17, Test accuracy: 0.36159017831043555
Epoch 0, Client 9, Round 17, Test loss: 6012.122825622559
Epoch 0, Client 9, Round 18, Train Loss: 2.4469995498657227
Epoch 0, Client 9, Round 18, Test accuracy: 0.36246711487869043
Epoch 0, Client 9, Round 18, Test loss: 5978.516452789307
Epoch 0, Client 9, Round 19, Train Loss: 2.4227840900421143
Epoch 0, Client 9, Round 19, Test accuracy: 0.37386729026600407
Epoch 0, Client 9, Round 19, Test loss: 5958.93664932251
Epoch 1, Client 9, Round 0, Train Loss: 2.534816026687622
Epoch 1, Client 9, Round 0, Test accuracy: 0.35340543700672317
Epoch 1, Client 9, Round 0, Test loss: 5937.057708740234
Epoch 1, Client 9, Round 1, Train Loss: 2.6703250408172607
Epoch 1, Client 9, Round 1, Test accuracy: 0.3767904121601871
Epoch 1, Client 9, Round 1, Test loss: 5849.962200164795
Epoch 1, Client 9, Round 2, Train Loss: 2.6155428886413574
Epoch 1, Client 9, Round 2, Test accuracy: 0.38000584624378836
Epoch 1, Client 9, Round 2, Test loss: 5762.907848358154
Epoch 1, Client 9, Round 3, Train Loss: 2.5482654571533203
Epoch 1, Client 9, Round 3, Test accuracy: 0.3931598947676118
Epoch 1, Client 9, Round 3, Test loss: 5699.529350280762
Epoch 1, Client 9, Round 4, Train Loss: 2.484255075454712
Epoch 1, Client 9, Round 4, Test accuracy: 0.40660625548085355
Epoch 1, Client 9, Round 4, Test loss: 5652.868576049805
Epoch 1, Client 9, Round 5, Train Loss: 2.4309439659118652
Epoch 1, Client 9, Round 5, Test accuracy: 0.43320666471791874
Epoch 1, Client 9, Round 5, Test loss: 5624.35196685791
Epoch 1, Client 9, Round 6, Train Loss: 2.3892226219177246
Epoch 1, Client 9, Round 6, Test accuracy: 0.4384682841274481
Epoch 1, Client 9, Round 6, Test loss: 5609.8287353515625
Epoch 1, Client 9, Round 7, Train Loss: 2.3554303646087646
Epoch 1, Client 9, Round 7, Test accuracy: 0.45103770827243495
Epoch 1, Client 9, Round 7, Test loss: 5624.1212730407715
Epoch 1, Client 9, Round 8, Train Loss: 2.331387758255005
Epoch 1, Client 9, Round 8, Test accuracy: 0.4533762057877814
Epoch 1, Client 9, Round 8, Test loss: 5611.882080078125
Epoch 1, Client 9, Round 9, Train Loss: 2.3121163845062256
Epoch 1, Client 9, Round 9, Test accuracy: 0.4600993861444022
Epoch 1, Client 9, Round 9, Test loss: 5646.896190643311
Epoch 1, Client 9, Round 10, Train Loss: 2.2909624576568604
Epoch 1, Client 9, Round 10, Test accuracy: 0.46243788365974864
Epoch 1, Client 9, Round 10, Test loss: 5644.812725067139
Epoch 1, Client 9, Round 11, Train Loss: 2.2817118167877197
Epoch 1, Client 9, Round 11, Test accuracy: 0.4653610055539316
Epoch 1, Client 9, Round 11, Test loss: 5685.84875869751
Epoch 1, Client 9, Round 12, Train Loss: 2.2700774669647217
Epoch 1, Client 9, Round 12, Test accuracy: 0.4709149371528793
Epoch 1, Client 9, Round 12, Test loss: 5673.45023727417
Epoch 1, Client 9, Round 13, Train Loss: 2.271596908569336
Epoch 1, Client 9, Round 13, Test accuracy: 0.47471499561531716
Epoch 1, Client 9, Round 13, Test loss: 5755.540958404541
Epoch 1, Client 9, Round 14, Train Loss: 2.253499984741211
Epoch 1, Client 9, Round 14, Test accuracy: 0.48085355159310145
Epoch 1, Client 9, Round 14, Test loss: 5726.259922027588
Epoch 1, Client 9, Round 15, Train Loss: 2.2510178089141846
Epoch 1, Client 9, Round 15, Test accuracy: 0.4811458637825197
Epoch 1, Client 9, Round 15, Test loss: 5817.776596069336
Epoch 1, Client 9, Round 16, Train Loss: 2.2363386154174805
Epoch 1, Client 9, Round 16, Test accuracy: 0.48173048816135633
Epoch 1, Client 9, Round 16, Test loss: 5802.288349151611
Epoch 1, Client 9, Round 17, Train Loss: 2.240825891494751
Epoch 1, Client 9, Round 17, Test accuracy: 0.4811458637825197
Epoch 1, Client 9, Round 17, Test loss: 5886.803333282471
Epoch 1, Client 9, Round 18, Train Loss: 2.2222888469696045
Epoch 1, Client 9, Round 18, Test accuracy: 0.48231511254019294
Epoch 1, Client 9, Round 18, Test loss: 5865.2567138671875
Epoch 1, Client 9, Round 19, Train Loss: 2.2208306789398193
Epoch 1, Client 9, Round 19, Test accuracy: 0.48173048816135633
Epoch 1, Client 9, Round 19, Test loss: 5935.746559143066
Epoch 2, Client 9, Round 0, Train Loss: 2.2663590908050537
Epoch 2, Client 9, Round 0, Test accuracy: 0.45542239111370947
Epoch 2, Client 9, Round 0, Test loss: 5134.389804840088
Epoch 2, Client 9, Round 1, Train Loss: 2.2984278202056885
Epoch 2, Client 9, Round 1, Test accuracy: 0.4641917567962584
Epoch 2, Client 9, Round 1, Test loss: 5194.835536956787
Epoch 2, Client 9, Round 2, Train Loss: 2.287104845046997
Epoch 2, Client 9, Round 2, Test accuracy: 0.4820228003507746
Epoch 2, Client 9, Round 2, Test loss: 5183.6428146362305
Epoch 2, Client 9, Round 3, Train Loss: 2.2721009254455566
Epoch 2, Client 9, Round 3, Test accuracy: 0.4922537269804151
Epoch 2, Client 9, Round 3, Test loss: 5187.12381362915
Epoch 2, Client 9, Round 4, Train Loss: 2.2570056915283203
Epoch 2, Client 9, Round 4, Test accuracy: 0.50686933645133
Epoch 2, Client 9, Round 4, Test loss: 5218.395401000977
Epoch 2, Client 9, Round 5, Train Loss: 2.2339513301849365
Epoch 2, Client 9, Round 5, Test accuracy: 0.5150540777550424
Epoch 2, Client 9, Round 5, Test loss: 5231.105075836182
Epoch 2, Client 9, Round 6, Train Loss: 2.2153379917144775
Epoch 2, Client 9, Round 6, Test accuracy: 0.5252850043846828
Epoch 2, Client 9, Round 6, Test loss: 5269.264785766602
Epoch 2, Client 9, Round 7, Train Loss: 2.194885492324829
Epoch 2, Client 9, Round 7, Test accuracy: 0.5279158140894475
Epoch 2, Client 9, Round 7, Test loss: 5279.526443481445
Epoch 2, Client 9, Round 8, Train Loss: 2.1872305870056152
Epoch 2, Client 9, Round 8, Test accuracy: 0.530254311604794
Epoch 2, Client 9, Round 8, Test loss: 5324.601226806641
Epoch 2, Client 9, Round 9, Train Loss: 2.1681301593780518
Epoch 2, Client 9, Round 9, Test accuracy: 0.535223618824905
Epoch 2, Client 9, Round 9, Test loss: 5323.97872543335
Epoch 2, Client 9, Round 10, Train Loss: 2.159824848175049
Epoch 2, Client 9, Round 10, Test accuracy: 0.5340543700672318
Epoch 2, Client 9, Round 10, Test loss: 5375.529186248779
Epoch 2, Client 9, Round 11, Train Loss: 2.139045238494873
Epoch 2, Client 9, Round 11, Test accuracy: 0.5387313650979246
Epoch 2, Client 9, Round 11, Test loss: 5373.693058013916
Epoch 2, Client 9, Round 12, Train Loss: 2.12839674949646
Epoch 2, Client 9, Round 12, Test accuracy: 0.5375621163402514
Epoch 2, Client 9, Round 12, Test loss: 5433.466876983643
Epoch 2, Client 9, Round 13, Train Loss: 2.1130354404449463
Epoch 2, Client 9, Round 13, Test accuracy: 0.5404852382344344
Epoch 2, Client 9, Round 13, Test loss: 5416.992862701416
Epoch 2, Client 9, Round 14, Train Loss: 2.0993714332580566
Epoch 2, Client 9, Round 14, Test accuracy: 0.5390236772873429
Epoch 2, Client 9, Round 14, Test loss: 5474.4091720581055
Epoch 2, Client 9, Round 15, Train Loss: 2.084787607192993
Epoch 2, Client 9, Round 15, Test accuracy: 0.5416544869921076
Epoch 2, Client 9, Round 15, Test loss: 5460.668701171875
Epoch 2, Client 9, Round 16, Train Loss: 2.0724687576293945
Epoch 2, Client 9, Round 16, Test accuracy: 0.5419467991815259
Epoch 2, Client 9, Round 16, Test loss: 5499.6668128967285
Epoch 2, Client 9, Round 17, Train Loss: 2.0608246326446533
Epoch 2, Client 9, Round 17, Test accuracy: 0.5442852966968723
Epoch 2, Client 9, Round 17, Test loss: 5493.7411460876465
Epoch 2, Client 9, Round 18, Train Loss: 2.0471293926239014
Epoch 2, Client 9, Round 18, Test accuracy: 0.5422391113709442
Epoch 2, Client 9, Round 18, Test loss: 5544.155879974365
Epoch 2, Client 9, Round 19, Train Loss: 2.0345540046691895
Epoch 2, Client 9, Round 19, Test accuracy: 0.5463314820228004
Epoch 2, Client 9, Round 19, Test loss: 5528.3327293396
Epoch 3, Client 9, Round 0, Train Loss: 2.6401381492614746
Epoch 3, Client 9, Round 0, Test accuracy: 0.3592516807950892
Epoch 3, Client 9, Round 0, Test loss: 5962.34924697876
Epoch 3, Client 9, Round 1, Train Loss: 2.715639591217041
Epoch 3, Client 9, Round 1, Test accuracy: 0.3735749780765858
Epoch 3, Client 9, Round 1, Test loss: 5847.567398071289
Epoch 3, Client 9, Round 2, Train Loss: 2.6759283542633057
Epoch 3, Client 9, Round 2, Test accuracy: 0.377667348728442
Epoch 3, Client 9, Round 2, Test loss: 5778.9372634887695
Epoch 3, Client 9, Round 3, Train Loss: 2.6131253242492676
Epoch 3, Client 9, Round 3, Test accuracy: 0.38263665594855306
Epoch 3, Client 9, Round 3, Test loss: 5692.873832702637
Epoch 3, Client 9, Round 4, Train Loss: 2.5440521240234375
Epoch 3, Client 9, Round 4, Test accuracy: 0.3937445191464484
Epoch 3, Client 9, Round 4, Test loss: 5649.4502601623535
Epoch 3, Client 9, Round 5, Train Loss: 2.474184989929199
