Epoch 27, Client 17, Round 0, Train Loss: 0.23150500655174255
Epoch 27, Client 17, Round 0, Test accuracy: 0.8181818181818182
Epoch 27, Client 17, Round 0, Test loss: 1759.1351118087769
Epoch 27, Client 17, Round 1, Train Loss: 0.13374203443527222
Epoch 27, Client 17, Round 1, Test accuracy: 0.8181818181818182
Epoch 27, Client 17, Round 1, Test loss: 1817.4362316131592
Epoch 27, Client 17, Round 2, Train Loss: 0.12373922765254974
Epoch 27, Client 17, Round 2, Test accuracy: 0.8155510084770535
Epoch 27, Client 17, Round 2, Test loss: 1849.8031024932861
Epoch 27, Client 17, Round 3, Train Loss: 0.11262242496013641
Epoch 27, Client 17, Round 3, Test accuracy: 0.8167202572347267
Epoch 27, Client 17, Round 3, Test loss: 1845.3278894424438
Epoch 27, Client 17, Round 4, Train Loss: 0.1124466210603714
Epoch 27, Client 17, Round 4, Test accuracy: 0.817012569424145
Epoch 27, Client 17, Round 4, Test loss: 1871.954267501831
Epoch 27, Client 17, Round 5, Train Loss: 0.10641181468963623
Epoch 27, Client 17, Round 5, Test accuracy: 0.8161356328558901
Epoch 27, Client 17, Round 5, Test loss: 1891.6547112464905
Epoch 27, Client 17, Round 6, Train Loss: 0.10223507136106491
Epoch 27, Client 17, Round 6, Test accuracy: 0.8155510084770535
Epoch 27, Client 17, Round 6, Test loss: 1915.359926700592
Epoch 27, Client 17, Round 7, Train Loss: 0.09943605214357376
Epoch 27, Client 17, Round 7, Test accuracy: 0.8146740719087986
Epoch 27, Client 17, Round 7, Test loss: 1927.8168048858643
Epoch 27, Client 17, Round 8, Train Loss: 0.09519181400537491
Epoch 27, Client 17, Round 8, Test accuracy: 0.8126278865828706
Epoch 27, Client 17, Round 8, Test loss: 1974.1399850845337
Epoch 27, Client 17, Round 9, Train Loss: 0.09457492083311081
Epoch 27, Client 17, Round 9, Test accuracy: 0.8143817597193803
Epoch 27, Client 17, Round 9, Test loss: 1978.421468257904
Epoch 27, Client 17, Round 10, Train Loss: 0.08923923969268799
Epoch 27, Client 17, Round 10, Test accuracy: 0.8120432622040339
Epoch 27, Client 17, Round 10, Test loss: 2024.7158575057983
