Epoch 0, Client 2, Round 0, Train Loss: 2.1524875164031982
Epoch 0, Client 2, Round 0, Test accuracy: 0.2379421221864952
Epoch 0, Client 2, Round 0, Test loss: 6960.538875579834
Epoch 0, Client 2, Round 1, Train Loss: 2.2370381355285645
Epoch 0, Client 2, Round 1, Test accuracy: 0.23092662964045602
Epoch 0, Client 2, Round 1, Test loss: 6902.561916351318
Epoch 0, Client 2, Round 2, Train Loss: 2.2945594787597656
Epoch 0, Client 2, Round 2, Test accuracy: 0.19555685472084186
Epoch 0, Client 2, Round 2, Test loss: 6851.519664764404
Epoch 0, Client 2, Round 3, Train Loss: 2.3442602157592773
Epoch 0, Client 2, Round 3, Test accuracy: 0.19467991815258695
Epoch 0, Client 2, Round 3, Test loss: 6820.114227294922
Epoch 0, Client 2, Round 4, Train Loss: 2.3847241401672363
Epoch 0, Client 2, Round 4, Test accuracy: 0.19467991815258695
Epoch 0, Client 2, Round 4, Test loss: 6785.896045684814
Epoch 0, Client 2, Round 5, Train Loss: 2.421339988708496
Epoch 0, Client 2, Round 5, Test accuracy: 0.19467991815258695
Epoch 0, Client 2, Round 5, Test loss: 6769.273120880127
Epoch 0, Client 2, Round 6, Train Loss: 2.445660352706909
Epoch 0, Client 2, Round 6, Test accuracy: 0.19467991815258695
Epoch 0, Client 2, Round 6, Test loss: 6756.546333312988
Epoch 0, Client 2, Round 7, Train Loss: 2.4588356018066406
Epoch 0, Client 2, Round 7, Test accuracy: 0.19467991815258695
Epoch 0, Client 2, Round 7, Test loss: 6738.367004394531
Epoch 0, Client 2, Round 8, Train Loss: 2.4639928340911865
Epoch 0, Client 2, Round 8, Test accuracy: 0.19467991815258695
Epoch 0, Client 2, Round 8, Test loss: 6725.472438812256
Epoch 0, Client 2, Round 9, Train Loss: 2.4637510776519775
Epoch 0, Client 2, Round 9, Test accuracy: 0.19467991815258695
Epoch 0, Client 2, Round 9, Test loss: 6705.382526397705
Epoch 0, Client 2, Round 10, Train Loss: 2.4577085971832275
Epoch 0, Client 2, Round 10, Test accuracy: 0.19467991815258695
Epoch 0, Client 2, Round 10, Test loss: 6685.915618896484
Epoch 0, Client 2, Round 11, Train Loss: 2.4547677040100098
Epoch 0, Client 2, Round 11, Test accuracy: 0.19497223034200525
Epoch 0, Client 2, Round 11, Test loss: 6665.133575439453
Epoch 0, Client 2, Round 12, Train Loss: 2.443908214569092
Epoch 0, Client 2, Round 12, Test accuracy: 0.19555685472084186
Epoch 0, Client 2, Round 12, Test loss: 6639.82942199707
Epoch 0, Client 2, Round 13, Train Loss: 2.435690402984619
Epoch 0, Client 2, Round 13, Test accuracy: 0.19906460099386145
Epoch 0, Client 2, Round 13, Test loss: 6610.224514007568
Epoch 0, Client 2, Round 14, Train Loss: 2.425678253173828
Epoch 0, Client 2, Round 14, Test accuracy: 0.21660333235895937
